Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Boer, H",,,,"Boer, H.",,,"Policy options for, and constraints on, effective adaptation for rivers and wetlands in northeast Queensland",AUSTRALASIAN JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,English,Article,,,,,,climate change; adaptation policies; rivers; wetland ecosystems,SEA-LEVEL RISE; CLIMATE-CHANGE; MANAGEMENT; COASTAL; BIODIVERSITY; CONSERVATION; RESTORATION; IMPACTS; SCOPE,"Developing and implementing effective adaptation policies for freshwater and estuarine systems in Australia will be a significant challenge in a rapidly changing climate. The broad aims of climate change adaptation policies are to reduce vulnerability and increase the adaptive capacity and resilience of ecosystems to climate change impacts. There are a range of adaptation policy options relevant to aquatic systems, and many of these measures can be 'mainstreamed' or incorporated into existing conservation and resource management frameworks. This article evaluates adaptation policy options and the constraints on policy implementation for freshwater and estuarine ecosystems in the coastal floodplains of tropical Queensland. Many of these aquatic systems are in a degraded condition and are vulnerable to the compounded impacts of climate change and other stressors. The analysis suggests that statutory planning schemes, water resource planning and protected area frameworks provide limited scope to address the more severe threats to these systems from rising sea levels, extreme cyclones, floods and droughts. In many locations, the effectiveness of adaptation policies is constrained by existing land uses and competing demands from communities and industry sectors. To prevent further widespread loss of habitat may require the development and implementation of new policies that prioritise adaptation management for freshwater and estuarine ecosystems.","Griffith Univ, Ctr Governance & Publ Policy, Nathan, Qld 4111, Australia",Griffith University,"Boer, H (corresponding author), Griffith Univ, Ctr Governance & Publ Policy, Nathan, Qld 4111, Australia.",henry.boer@student.griffith.edu.au,"McLean, Laurence JA/C-7367-2014","Boer, Henry/0000-0002-3007-1358",,,,,47,10,10,0,39,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1448-6563,2159-5356,,AUSTRALAS J ENV MAN,Australas. J. Environ. Manag.,SEP,2010,17,3,,,,,154,164,,10.1080/14486563.2010.9725262,http://dx.doi.org/10.1080/14486563.2010.9725262,,,11,Environmental Studies,Social Science Citation Index (SSCI),Environmental Sciences & Ecology,721GV,,Green Published,,,2023-03-25,WOS:000287342500004,View Full Record in Web of Science
J,"Antle, JM; Capalbo, SM; Elliott, ET; Paustian, KH",,,,"Antle, JM; Capalbo, SM; Elliott, ET; Paustian, KH",,,"Adaptation, spatial heterogeneity, and the vulnerability of agricultural systems to climate change and CO2 fertilization: An integrated assessment approach",CLIMATIC CHANGE,,,English,Article,,,,,,,SOIL CARBON; IMPACTS; MODELS; LAND,"In this paper we develop economic measures of vulnerability to climate change with and without adaptation in agricultural production systems. We implement these measures using coupled, site-specific ecosystem and economic simulation models. This modeling approach has two key features needed to study the response of agricultural production systems to climate change: it represents adaptation as an endogenous, non-marginal economic response to climate change; and it provides the capability to represent the spatial variability in bio-physical and economic conditions that interact with adaptive responses. We apply this approach to the dryland grain production systems of the Northern Plains region of the United States. The results support the hypothesis that the most adverse impacts on net returns distributions tend to occur in the areas with the poorest resource endowments and when mitigating effects of CO2 fertilization and adaptation are absent. We find that relative and absolute measures of vulnerability depend on complex interactions between climate change, CO2 level, adaptation, and economic conditions such as relative output prices. The relationship between relative vulnerability and resource endowments varies with assumptions about climate change, adaptation, and economic conditions. Vulnerability measured with respect to an absolute threshold is inversely related to resource endowments in all cases investigated.","Montana State Univ, Dept Agr Econ & Econ, Bozeman, MT 59717 USA; Univ Nebraska, Sch Nat Resources Sci, Lincoln, NE 68583 USA; Colorado State Univ, Nat Resource Ecol Lab, Ft Collins, CO 80523 USA",Montana State University System; Montana State University Bozeman; University of Nebraska System; University of Nebraska Lincoln; Colorado State University,"Antle, JM (corresponding author), Montana State Univ, Dept Agr Econ & Econ, POB 172920, Bozeman, MT 59717 USA.",jantle@montana.edu,"Paustian, Keith H/L-7593-2016","capalbo, susan/0000-0002-6552-2673",,,,,34,59,62,0,29,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0165-0009,1573-1480,,CLIMATIC CHANGE,Clim. Change,JUN,2004,64,3,,,,,289,315,,10.1023/B:CLIM.0000025748.49738.93,http://dx.doi.org/10.1023/B:CLIM.0000025748.49738.93,,,27,Environmental Sciences; Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,816HR,,,,,2023-03-25,WOS:000221101500002,View Full Record in Web of Science
J,"Kousky, C",,,,"Kousky, Carolyn",,,Informing climate adaptation: A review of the economic costs of natural disasters,ENERGY ECONOMICS,,,English,Review,,,,,,Natural disaster damages; Climate adaptation; Risk mitigation,FLOOD HAZARDS; DEATH TOLL; LOSSES; IMPACTS; HURRICANES; DROUGHT; INCOME; RISK,This paper reviews the empirical literature on the economic impacts of natural disasters to inform both the modeling of potential future climate damages and climate adaptation policy related to extreme events. It covers papers that estimate the short- and/or long-run economic impacts of weather-related extreme events as well as studies identifying the determinants of the magnitude of those damages (including fatalities). The paper also reviews the small number of empirical papers on the potential extent of adaptation in response to changing extreme events. (c) 2013 Elsevier B.V. All rights reserved.,"Resources Future Inc, Washington, DC 20036 USA",Resources for the Future,"Kousky, C (corresponding author), Resources Future Inc, 1616 P St NW, Washington, DC 20036 USA.",kousky@rff.org,,,,,,,114,130,131,9,77,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0140-9883,1873-6181,,ENERG ECON,Energy Econ.,NOV,2014,46,,,,SI,,576,592,,10.1016/j.eneco.2013.09.029,http://dx.doi.org/10.1016/j.eneco.2013.09.029,,,17,Economics,Social Science Citation Index (SSCI),Business & Economics,AY4YB,,,,,2023-03-25,WOS:000347579800052,View Full Record in Web of Science
J,"Zavar, E; Fischer, LA",,,,"Zavar, Elyse; Fischer, Lauren Ames",,,Fractured landscapes: The racialization of home buyout programs and climate adaptation,CURRENT RESEARCH IN ENVIRONMENTAL SUSTAINABILITY,,,English,Article,,,,,,Climate mitigation; Coproduction of knowledge; Color -evasive policy; Managed retreat; Redlining; Urban planning,CRITICAL RACE THEORY; COLOR-BLIND; ENVIRONMENTAL JUSTICE; VULNERABILITY; RESILIENCE; KNOWLEDGE; POLICY; COPRODUCTION; NEIGHBORHOOD; COMMUNITIES,"The paper analyzes the intersection of racialized land development and U.S. buyout programs to advance a framework for socially sustainable climate adaptation. Using GIS and content analysis, we examine the relationship between the site of contemporary buyout programs and neighborhoods surveyed in the 1930s by the Home Owners' Loan Corpora-tion (HOLC). To evaluate whether buyout programs are more likely to occur in redlined neighborhoods, we identify the spatial patterns and associations between these two policies. We find that the majority of FEMA-funded buyouts occurring in HOLC-surveyed cities were located outside of graded zones; yet for the buyouts occurring in the graded historic urban core, the majority were located in redlined districts. We then consider how the language used to de-scribe each neighborhood by the HOLC characterizes amenity and hazard and how these descriptions influenced later policy interventions. Using buyouts and HOLC as an example, we engage the color-evasive policy literature to argue for climate adoption policies that recognize the racialized history that has produced unequal vulnerabilities to hazards rather than relying on buyouts as a technical solution to climate change. Moving past recognition towards an agenda of action, we contend that co-production of knowledge is essential to inform environmental-decision mak-ing and that the sustainability research community and its allied fields must center environmental justice frameworks for equitable climate adaptation.","[Zavar, Elyse] Univ North Texas, Dept Emergency Management & Disaster Sci, 410 Ave C, Denton, TX 76203 USA; [Fischer, Lauren Ames] Univ North Texas, Dept Publ Adm, Urban Planning & Policy, 410 Ave C, Denton, TX 76203 USA",University of North Texas System; University of North Texas Denton; University of North Texas System; University of North Texas Denton,"Zavar, E (corresponding author), Univ North Texas, Dept Emergency Management & Disaster Sci, 410 Ave C, Denton, TX 76203 USA.",Elyse.Zavar@unt.edu; Lauren.Fischer@unt.edu,,"Fischer, Lauren Ames/0000-0003-1506-4915",,,,,117,3,3,1,1,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",2666-0490,,,CURR RES ENVIRON SUS,Curr. Res. Environmental Sustainability,,2021,3,,,,,,,,100043,10.1016/j.crsust.2021.100043,http://dx.doi.org/10.1016/j.crsust.2021.100043,,,11,Environmental Sciences; Environmental Studies,Emerging Sources Citation Index (ESCI),Environmental Sciences & Ecology,7H6XF,,gold,,,2023-03-25,WOS:000903343200006,View Full Record in Web of Science
J,"Zhang, ZH; Zhang, SR",,,,Zhang Zihao; Zhang Shurui,,,Mapping Landscape Architects' Expertise in Climate Adaptation With Design Research Projects Over the Past Two Decades,LANDSCAPE ARCHITECTURE FRONTIERS,,,English,Article,,,,,,Climate Change; Landscape Architecture; Interactional Expertise; Landscape Expertise; Cartography; Multispecies Entanglement; Speculation,,"This article maps out landscape architects' expertise in multidisciplinary, comprehensive climate adaptation discourse. Systemic frameworks and process-driven approaches in contemporary Landscape Architecture discipline can become a powerful tool for harnessing unprecedented solidarity for climate actions across fields. However, landscape expertise is still largely ignored or marginalized in real-life climate discourse dominated by policymakers, scientists, and engineers. This study addresses this gap in understanding landscape expertise through design research projects over the past two decades. The article theorizes a body of landscape architecture projects in the past two decades, and proposes three terms-spatialize, synthesize, and speculate-for describing the landscape expertise in multidisciplinary, comprehensive climate adaptation projects. Spatialize refers to landscape architects' capacity to construct knowledge through strategically displaying data through critical cartography. Synthesize is the ability to envision multispecies entanglement by combining cultural, ecological, historical, biological, and political lenses through material practices. Speculate means to understand landscape design as a long-term practice with repeated operations, and, thus, to design is to deploy a speculative framework that generates knowledge through practice.","[Zhang Zihao] CUNY City Coll, Bernard & Ann Spitzer Sch Architecture, New York, NY 10031 USA; [Zhang Shurui] WXY Architecture & Urban Design, New York, NY 10007 USA",City University of New York (CUNY) System; City College of New York (CUNY),"Zhang, ZH (corresponding author), 141 Convent Ave, New York, NY 10031 USA.",zzhang@ccny.cuny.edu,,,,,,,28,0,0,4,4,HIGHER EDUCATION PRESS,BEIJING,"CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA",2096-336X,2095-5413,,LANDSC ARCHIT FRONT,Landsc. Archit. Front.,APR,2022,10,2,,,,,71,81,,10.15302/J-LAF-1-030034,http://dx.doi.org/10.15302/J-LAF-1-030034,,,11,Architecture,Emerging Sources Citation Index (ESCI),Architecture,5D0XH,,Bronze,,,2023-03-25,WOS:000864673800005,View Full Record in Web of Science
J,"Shimpo, N",,,,"Shimpo, Naomi",,,Urban ecological life in a metropolitan area-an insight from Satoyama conservation activities in the Greater Tokyo Area,LANDSCAPE AND ECOLOGICAL ENGINEERING,,,English,Review,,,,,,Green space conservation; Suburban areas; Participatory biodiversity conservation; Sustainable lifestyle,AGRICULTURAL LANDSCAPE; JAPAN,"Urban residents need to live in an ecologically sustainable way to mitigate and adapt to climate change. To discuss the model of urban ecological life, this paper focused on Satoyama landscapes and reviewed academic articles on the existing cases of Satoyama conservation by urban residents in the Greater Tokyo Area. We analyzed activities performed by participants, benefits to participants, and targeted and achieved ecosystems. Several findings were obtained from the review of published literature. First, the participants were mainly elderly men aged 60 years or older, who were not necessarily local people and who were motivated mostly by the need to conserve nature and improve their health. People with intellectual disabilities also enjoyed the benefits of Satoyama woodland management. Second, participants tended to recognize benefits in terms of health promotion, social cohesion, recreation, and resource utilization, rather than landscape and biodiversity conservation. Third, there were different directions of Satoyama conservation from the perspectives of nature and humans. The broader ecosystem beyond each site was not necessarily considered in Satoyama conservation. These findings show the potential of, and the necessity for, attracting other urban residents by including various activities that consist of not only vegetation conservation but also communal events based on different preferences. There is also a need for balancing environmental and socio-economic perspectives, and the targeted ecosystem should be further explored in collaboration with experts in ecology and landscape planning to make urban ecological life feasible.","[Shimpo, Naomi] Univ Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki 3058572, Japan; [Shimpo, Naomi] Univ Hyogo, 954-2 Nojimatokiwa, Awaji, Hyogo 6561726, Japan",University of Tsukuba,"Shimpo, N (corresponding author), Univ Tsukuba, 1-1-1 Tennodai, Tsukuba, Ibaraki 3058572, Japan.;Shimpo, N (corresponding author), Univ Hyogo, 954-2 Nojimatokiwa, Awaji, Hyogo 6561726, Japan.",naomi_shimpo@awaji.ac.jp,,"Shimpo, Naomi/0000-0001-5271-6797",,,,,65,2,2,6,12,SPRINGER JAPAN KK,TOKYO,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005, JAPAN",1860-1871,1860-188X,,LANDSC ECOL ENG,Landsc. Ecol. Eng.,JAN,2022,18,1,,,,,109,119,,10.1007/s11355-021-00484-5,http://dx.doi.org/10.1007/s11355-021-00484-5,,OCT 2021,11,Biodiversity Conservation; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology,YC1WP,,Bronze,,,2023-03-25,WOS:000710601500001,View Full Record in Web of Science
J,"Lafta, A; Turini, T; Sandoya, GV; Mou, B",,,,"Lafta, Abbas; Turini, Thomas; Sandoya, German V.; Mou, Beiquan",,,"Field Evaluation of Green and Red Leaf Lettuce Genotypes in the Imperial, San Joaquin, and Salinas Valleys of California for Heat Tolerance and Extension of the Growing Seasons",HORTSCIENCE,,,English,Article,,,,,,,CRISPHEAD LETTUCE; LACTUCA-SATIVA; CLIMATE-CHANGE; TEMPERATURE; GERMINATION; ENVIRONMENT; TIPBURN; THERMOTOLERANCE; THERMODORMANCY; STRESS,"Global warming poses serious threats and challenges to the production of leafy vegetables. Being a cool-season crop, lettuce is particularly vulnerable to heat stress. To adapt to climate change, this study was conducted to evaluate the performance of leaf lettuce genotypes for heat tolerance by growing them in different locations within California that differ in temperatures during the growing season. Fifteen green leaf and 21 red leaf lettuce genotypes were selected to evaluate their performance under these environments. These genotypes were planted in March and May in Five Points (San Joaquin Valley) and El Centro (Imperial Valley) and in June 2012 in Salinas (Salinas Valley). The results suggest that lettuce planting can be extended from January to March beyond the normal growing seasons in San Joaquin and Imperial Valleys, where yield may be higher than in the Salinas Valley. The further delay in planting date from March to May in Five Points and El Centro resulted in reduction of yield and an increase in susceptibility to bolting and heat-related disorders such as tipburn and leaf desiccation in most genotypes. The susceptibility to these disorders depends on the genotype and the temperature during lettuce growth and maturation. However, heat-tolerant leaf lettuce genotypes adapted to these regions were identified. Results of this research should be useful for the development of heat-tolerant lettuce cultivars and for extending the growing season in warmer but lower land cost areas to reduce production costs.","[Lafta, Abbas; Mou, Beiquan] ARS, USDA, 1636 East Alisal St, Salinas, CA 93905 USA; [Turini, Thomas] Univ Calif Cooperat Extens, 1720 South Maple Ave, Fresno, CA 93702 USA; [Sandoya, German V.] Univ Florida, EREC IFAS, 3200 E Palm Beach Rd, Belle Glade, FL 33430 USA; [Turini, Thomas] Univ Calif Cooperat Extens, 550 East Shaw Ave, Fresno, CA 93710 USA",United States Department of Agriculture (USDA); University of California System; State University System of Florida; University of Florida; University of California System,"Mou, B (corresponding author), ARS, USDA, 1636 East Alisal St, Salinas, CA 93905 USA.",beiquan.mou@ars.usda.gov,"Sandoya, German/AAU-1559-2020; Sandoya, German/ABB-8863-2020","Sandoya, German/0000-0002-4532-1364",California Department of Food and Agriculture Specialty Crop Block Grant Program [SCB10042],California Department of Food and Agriculture Specialty Crop Block Grant Program,"The technical assistance of Jeffrey Gunderson, Rafael Solorio, Dave Milligan, and Javier Mora is greatly appreciated. This research was supported by a grant from the California Department of Food and Agriculture Specialty Crop Block Grant Program (SCB10042).",,25,13,14,0,24,AMER SOC HORTICULTURAL SCIENCE,ALEXANDRIA,"113 S WEST ST, STE 200, ALEXANDRIA, VA 22314-2851 USA",0018-5345,2327-9834,,HORTSCIENCE,Hortscience,JAN,2017,52,1,,,,,40,48,,10.21273/HORTSCI10835-16,http://dx.doi.org/10.21273/HORTSCI10835-16,,,9,Horticulture,Science Citation Index Expanded (SCI-EXPANDED),Agriculture,EO2KW,,gold,,,2023-03-25,WOS:000396526400007,View Full Record in Web of Science
J,"Oluoko-Odingo, AA",,,,"Oluoko-Odingo, Alice Atieno",,,Vulnerability and Adaptation to Food Insecurity and Poverty in Kenya,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,,,English,Article,,,,,,food security; livelihoods; poverty; resilience; vulnerability,LIVELIHOODS,"Poor and hungry populations are less resilient to stress and disasters and rely a great deal on the natural environment, as they lack the capacity and the resources required to recover from disasters. The current projected climatic change is likely to have a great impact among food-insecure and poor populations due to the projected effects on food availability, water resources, and health, as well as accessibility to infrastructural services, which is minimal, if not lacking completely, among vulnerable and poor households. This article discusses livelihoods and ways of reducing vulnerability to climate change-related disasters to increase adaptation to future impacts of climate change in Nyando and similar medium potential areas of Kenya, where major impacts are expected. The study used both primary and secondary data; used various sampling techniques; and employed analytical techniques such as multiple correlation and regression analysis, stepwise multiple regression analysis, principal components analysis, factor analysis, and cluster analysis. The findings of this research revealed that in terms of food security, poverty was the main contributor to food insecurity, although climate complicated the issue, with the health of the farmer and her experience emerging as the most important in the fight against food insecurity among smallholder farmers. As part of the conclusion, it was recommended that to deal with food insecurity and poverty, policies must emphasize increased food production using suitable environmental conservation techniques to adapt to climate change while also encouraging sustainable livelihood systems.","Univ Nairobi, Dept Geog & Environm Studies, Nairobi 00100, Kenya",University of Nairobi,"Oluoko-Odingo, AA (corresponding author), Univ Nairobi, Dept Geog & Environm Studies, POB 30197, Nairobi 00100, Kenya.",aaodingo@yahoo.com,,,,,,,65,36,36,1,54,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0004-5608,1467-8306,,ANN ASSOC AM GEOGR,Ann. Assoc. Am. Geogr.,,2011,101,1,,,,,1,20,PII 931175052,10.1080/00045608.2010.532739,http://dx.doi.org/10.1080/00045608.2010.532739,,,20,Geography,Social Science Citation Index (SSCI),Geography,714QZ,,,,,2023-03-25,WOS:000286825400001,View Full Record in Web of Science
J,"Jewell, K; Peterson, MN; Martin, M; Stevenson, KT; Terando, A; Teseneer, R",,,,"Jewell, Kathryn; Peterson, M. Nils; Martin, Mallory; Stevenson, Kathryn T.; Terando, Adam; Teseneer, Rachel",,,Conservation decision makers worry about relevancy and funding but not climate change,WILDLIFE SOCIETY BULLETIN,,,English,Article; Early Access,,,,,,climate change; conservation leadership; management; planning; wildlife agencies,WILDLIFE CONSERVATION; HUNTER RECRUITMENT; BIODIVERSITY; PERCEPTIONS; MANAGEMENT; ECOSYSTEM; TRANSFORMATION; COMMUNICATION; BENEFICIARIES; FRAMEWORK,"Stakeholders fundamentally shape the success of wildlife management, yet little is known about how one of the most important stakeholder groups, wildlife agency decision makers, view emerging conservation challenges. Wildlife agency decision makers collectively shape how wildlife conservation unfolds in North America, but their perspectives are generally absent in the literature. Challenges including climate change, conservation funding models, and wildlife disease make understanding how wildlife decision makers view the future of wildlife conservation essential. We interviewed 48 directors and supervisory board members of wildlife agencies in the southeast United States from July 2019 to January 2020 to gauge their assessment of future conservation challenges and preferred response strategies. Declining agency relevancy and insufficient funding were the 2 most commonly identified challenges, while climate change was rarely mentioned as an issue because decision makers believed it was a relatively slow-moving background condition. Decision makers described improving relevance through education and outreach as their primary response to conservation challenges. Our results suggest that climate change-informed wildlife management may benefit from a 2-pronged approach. First, we suggest decision makers should be informed about the challenges posed by climate change, and second, existing efforts to promote diversity among constituents should include engaging groups who support tackling the threat climate change poses to wildlife conservation. Increasing the priority given to climate change adaptation efforts in wildlife agencies will likely require future research to discern which approaches can most improve the perceived salience of climate change to decision makers.","[Jewell, Kathryn; Peterson, M. Nils; Teseneer, Rachel] State Univ, Dept Forestry & Envrionmental Resources, 2820 Faucette Dr, Raleigh, NC 27695 USA; [Martin, Mallory] US Fish & Wildlife Serv Sci Applicat, 1751 Vars Dr, Raleigh, NC 27699 USA; [Stevenson, Kathryn T.] North Carolina State Univ, Dept Pk Recreat & Tourism Management, 2820 Faucette Dr, Raleigh, NC 27695 USA; [Terando, Adam] North Carolina State Univ, US Geol Survey, Southeast Climate Adaptat Sci Ctr, Campus Box 7617, Raleigh, NC 27695 USA; [Terando, Adam] North Carolina State Univ, Dept Appl Ecol, 2820 Faucette Dr, Raleigh, NC 27695 USA; [Jewell, Kathryn] North Carolina State Univ, 2820 Faucette Dr, Raleigh, NC 27695 USA",North Carolina State University; North Carolina State University; United States Department of the Interior; United States Geological Survey; North Carolina State University; North Carolina State University,"Jewell, K (corresponding author), North Carolina State Univ, 2820 Faucette Dr, Raleigh, NC 27695 USA.",kathrynljewell17@gmail.com,,"Stevenson, Kathryn/0000-0002-5577-5861","U.S. Geological Survey [G15AP00162]; Southeast Climate Adaptation Science Center Global Change Fellowship; North Carolina Wildlife Resources Commission [F17AC01262]; Department of Forestry and Environmental Resources, North Carolina State University","U.S. Geological Survey(United States Geological Survey); Southeast Climate Adaptation Science Center Global Change Fellowship; North Carolina Wildlife Resources Commission; Department of Forestry and Environmental Resources, North Carolina State University","U.S. Geological Survey, Grant/Award Number: G15AP00162; Southeast Climate Adaptation Science Center Global Change Fellowship; North Carolina Wildlife Resources Commission, Grant/Award Number: F17AC01262; Department of Forestry and Environmental Resources, North Carolina State University",,66,0,0,1,1,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2328-5540,,,WILDLIFE SOC B,Wildl. Soc. Bull.,,,,,,,,,,,,10.1002/wsb.1424,http://dx.doi.org/10.1002/wsb.1424,,JAN 2023,14,Biodiversity Conservation,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation,8J4QA,,,,,2023-03-25,WOS:000922401200001,View Full Record in Web of Science
J,"Stead, D",,,,"Stead, Dominic",,,"Urban planning, water management and climate change strategies: adaptation, mitigation and resilience narratives in the Netherlands",INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,,,English,Article,,,,,,climate change; urban planning; the Netherlands; Rotterdam; adaptation; mitigation; urban resilience,REGIONS; POLICY,"There are few countries in the world where the importance of addressing climate change in urban policy is as acutely felt as in the Netherlands. As a low-lying country located on a large river delta, it is highly vulnerable to the impacts of climate change. Its vulnerable position is one of the reasons why the country (and several of its cities) is a leading player in climate change-related initiatives. Although some of the policy responses to climate change are based on water management tasks that predate all climate change debates, a range of new responses involving both adaptation and mitigation have been developed at the national and local levels in the Netherlands. Recent shifts in policy have been accompanied by the emergence of a new underlying concept - the concept of resilience. This paper has two main areas of investigation. First, it examines the shifts in emphasis on climate change adaptation and mitigation in urban planning, water management and climate change strategies. Second, it studies the origins and nature of the concept of urban resilience and the way in which the notion has permeated national and local policy in the Netherlands. The city of Rotterdam is used to illustrate the situation at the local level. The paper reveals shifting emphases on adaptation and mitigation over time and across different policy documents as well as a range of interpretations of the concept of resilience.","Delft Univ Technol, Fac Architecture & Built Environm, Delft, Netherlands",Delft University of Technology,"Stead, D (corresponding author), Delft Univ Technol, Fac Architecture & Built Environm, Delft, Netherlands.",d.stead@tudelft.nl,"Stead, Dominic/O-8029-2014","Stead, Dominic/0000-0002-8198-785X",URBAN-NET funding scheme under the EU's Sixth Framework European Research Area Network (ERA-NET) initiative,URBAN-NET funding scheme under the EU's Sixth Framework European Research Area Network (ERA-NET) initiative,"Much of this paper is based on analysis carried out for a collaborative research project entitled 'Sustainable Land Use Policies for Resilient Cities (SUPER-CITIES)' supported by the URBAN-NET funding scheme under the EU's Sixth Framework European Research Area Network (ERA-NET) initiative. Other outputs from this project can be found in a recently published book edited by Eraydin and Ta, san-Kok (2013). The author is grateful to the other members of the project team (Middle Eastern Technical University, Turkey; Delft University of Technology, the Netherlands; Nordregio - the Nordic Centre for Spatial Development, Sweden; University of Porto, Portugal; and the Technical University of Lisbon, Portugal), especially Tuna Tasan-Kok and Peiwen Lu from Delft, for comments and discussions that have helped to shape the manuscript. The author would also like to thank the two anonymous referees for their constructive reviews of an earlier version of the manuscript.",,50,30,32,6,96,TAYLOR & FRANCIS INC,PHILADELPHIA,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA",1350-4509,1745-2627,,INT J SUST DEV WORLD,Int. J. Sustain. Dev. World Ecol.,JAN 2,2014,21,1,,,,,15,27,,10.1080/13504509.2013.824928,http://dx.doi.org/10.1080/13504509.2013.824928,,,13,Green & Sustainable Science & Technology; Ecology,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,AB5YA,,,,,2023-03-25,WOS:000331863400002,View Full Record in Web of Science
