Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Timilsina, GR",,,,"Timilsina, Govinda R.",,,Financing Climate Change Adaptation: International Initiatives,SUSTAINABILITY,,,English,Article,,,,,,climate change; climate finance; climate change adaptation; climate resilient economic development,,"Climate change adaptation is one of the main strategies to address global climate change. The least developed countries and the small island states that lack financial resources to adapt to climate change are the most vulnerable nations to climate change. Although it would be more economical to adapt to climate change compared to the anticipated damage of not doing so, the demand for capital is estimated to range to hundreds of billions. The crucial question is how to manage investments to adapt to climate change globally. This study provides an overview of existing international provisions on climate finance for adaptation. It includes provisions through international financial institutions, United Nations agencies, bilateral and multilateral channels, and the private sector. It also explores how private sector finance can be further attracted to invest in climate change adaptation.","[Timilsina, Govinda R.] World Bank, 1818 H St NW, Washington, DC 20433 USA",The World Bank,"Timilsina, GR (corresponding author), World Bank, 1818 H St NW, Washington, DC 20433 USA.",gtimilsina@worldbank.org,,,,,,,27,8,8,12,58,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,2071-1050,,SUSTAINABILITY-BASEL,Sustainability,JUN,2021,13,12,,,,,,,6515,10.3390/su13126515,http://dx.doi.org/10.3390/su13126515,,,19,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,SZ3EC,,gold,,,2023-03-25,WOS:000666451800001,View Full Record in Web of Science
J,"Dannevig, H; Hovelsrud, GK; Husabo, IA",,,,"Dannevig, Halvor; Hovelsrud, Grete K.; Husabo, Idun A.",,,Driving the agenda for climate change adaptation in Norwegian municipalities,ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY,,,English,Article,,,,,,climate change; adaptation; agenda setting; municipalities; climate policy,POLICY; VULNERABILITY,"The absence of clear signals from the Norwegian state concerning climate change adaptation provides an opportunity to investigate why some municipalities have addressed adaptation to climate change while others have not. Although difficulties associated with implementing adaptation to climate change are well documented, less is known about those individuals who take the lead. On the basis of in-depth interviews and interaction with eight Norwegian municipalities that have begun working with climate adaptation, we examine how climate adaptation has been added to the local agenda. We find that adaptation planning has progressed more in those municipalities where officials are engaged and actively seeking external expertise and support. We conclude that, without a clearer national adaptation policy and greater resource allocation and legislation, adaptation to climate change within Norwegian municipalities is unlikely to progress further.","[Dannevig, Halvor; Hovelsrud, Grete K.] Ctr Int Climate & Environm Res, N-0318 Oslo, Norway; [Dannevig, Halvor; Husabo, Idun A.] Western Norway Res Inst, N-6851 Sogndal, Norway; [Hovelsrud, Grete K.] Nordland Res Inst, N-8049 Bodo, Norway",,"Dannevig, H (corresponding author), Ctr Int Climate & Environm Res, POB 1129 Blindern, N-0318 Oslo, Norway.",hda@vestforsk.no; grete.hovelsrud@nforsk.no; iha@vestforsk.no,"Dannevig, Halvor/P-3477-2019","Dannevig, Halvor/0000-0002-7648-4166",,,,,55,46,46,1,25,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",0263-774X,1472-3425,,ENVIRON PLANN C,Environ. Plan. C-Gov. Policy,,2013,31,3,,,,,490,505,,10.1068/c1152,http://dx.doi.org/10.1068/c1152,,,16,Environmental Studies; Public Administration,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Public Administration,171VB,,,,,2023-03-25,WOS:000320956800008,View Full Record in Web of Science
J,"Pietrapertosa, F; Khokhlov, V; Salvia, M; Cosmi, C",,,,"Pietrapertosa, Filomena; Khokhlov, Valeriy; Salvia, Monica; Cosmi, Carmelina",,,Climate change adaptation policies and plans: A survey in 11 South East European countries,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,,,English,Review,,,,,,South East Europe; Climate change adaptation; National adaptation strategy; National adaptation action plan,COOPERATION,"Building a climate-ready adaptation society is an urgent question that cannot be postponed. Along the path towards an increase in climate resilience, a stimulating role is played by EU projects as well as by international climate networks such as the Covenant of Mayors Initiative on Climate Change Adaptation (Mayors Adapt), launched in 2014, and the new Covenant of Mayors for Climate and Energy which pledge to reduce CO2 emissions by at least 40% by 2030 and to adopt an integrated approach to tackling mitigation and adaptation to climate change. These initiatives stimulate engagement and networking among cities and raise public awareness encouraging policy makers to take action to adapt to climate change. Adaptation operates at different spatial and societal scales. Accordingly, the development of climate change adaptation strategies requires a holistic and multi-perspective approach with scale-specific studies. This paper provides an overview of adaptation initiatives undertaken in 11 South East European countries participating in the SEE OrientGate project, with reference to the policies and measures promoted by the EU and implemented at national level. In particular, a cross-sectoral policy analysis is performed and an inclusive representation of measures and policies undertaken by countries with an interdisciplinary approach is provided. The analysis of the country measures reveals that unless national governments and local communities are concerned with the impacts of climate change only few of the countries included in the analysis have developed a comprehensive National Adaptation Strategy and a National Action Plans. Nevertheless, almost all the countries have undertaken adaptation actions across sectors. Although these actions have only partially generated a full commitment towards climate adaptation, they attest an increasing awareness as well as a high involvement of national and local authorities that will boost cooperation among stakeholders to find out innovative solutions to strengthen society and protect the environment.","[Pietrapertosa, Filomena; Salvia, Monica; Cosmi, Carmelina] CNR, IMAA, Inst Methodol Environm Anal, Natl Res Council Italy, I-85050 Tito, PZ, Italy; [Khokhlov, Valeriy] Odessa State Environm Univ, Dept Meteorol & Climatol, Lvivska Str 15, UA-65016 Odessa, Ukraine",Consiglio Nazionale delle Ricerche (CNR); Istituto di Metodologie per l'Analisi Ambientale (IMAA-CNR); Ministry of Education & Science of Ukraine; Odessa State Environmental University,"Pietrapertosa, F (corresponding author), CNR, IMAA, Inst Methodol Environm Anal, Natl Res Council Italy, I-85050 Tito, PZ, Italy.",filomena.pietrapertosa@imaa.cnr.it,"Khokhlov, Valeriy N/C-4148-2011; Salvia, Monica/B-7549-2015; Cosmi, Carmelina/C-2884-2015; Khokhlov, Valeriy N/G-9024-2018; Pietrapertosa, Filomena/ABF-9161-2020; Pietrapertosa, Filomena/B-7555-2015","Salvia, Monica/0000-0001-8989-0377; Cosmi, Carmelina/0000-0001-9981-0684; Khokhlov, Valeriy N/0000-0001-8315-8636; Pietrapertosa, Filomena/0000-0001-6519-7105",South East Europe Transnational Cooperation Programme [SEE/C/0001/2.2/X],South East Europe Transnational Cooperation Programme,This work was supported by the South East Europe Transnational Cooperation Programme (2012-2014) [Project Code: SEE/C/0001/2.2/X.].,,48,30,30,7,49,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",1364-0321,,,RENEW SUST ENERG REV,Renew. Sust. Energ. Rev.,JAN,2018,81,,2,,,,3041,3050,,10.1016/j.rser.2017.06.116,http://dx.doi.org/10.1016/j.rser.2017.06.116,,,10,Green & Sustainable Science & Technology; Energy & Fuels,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Energy & Fuels,FO7SY,,,,,2023-03-25,WOS:000417078200110,View Full Record in Web of Science
J,"Groulx, M; Lewis, J; Lemieux, C; Dawson, J",,,,"Groulx, Mark; Lewis, John; Lemieux, Christopher; Dawson, Jackie",,,"Place-based climate change adaptation: A critical case study of climate change messaging and collective action in Churchill, Manitoba",LANDSCAPE AND URBAN PLANNING,,,English,Article,,,,,,Place identity; Place attachment; Nature relatedness; Climate change adaptation; Local values,POLAR BEARS; NATURE RELATEDNESS; ATTACHMENT; IDENTITY; IDENTIFICATION; VULNERABILITY; SURVIVAL,"Climate change adaptation frameworks often emphasize tangible community vulnerabilities, but typically fail to recognize that healthy, vibrant, and resilient communities are also based on many factors that are experiential in nature. In response to the continued undervaluation of such factors, scholars are adopting place identity and place attachment as a way to explore the risks of climate change in a more holistic manner. This study draws on Churchill, Manitoba's unique relationship with climate change to present an early examination of place-based climate change adaptation. Results from a community survey suggest that citizens' sensitivity to local climate impacts is associated most strongly with their connection to the social meanings that are embedded in the natural landscape. Results also indicate that this place driven sensitivity does not necessarily lead to an increase in actions to adapt to climate change. It is suggested that inaction in the face of climate change can persist, even when citizens' have a strong connection to place, particularly because dominant climate change communications fail to produce a socially salient message. By linking place-based adaptation research to an emerging value-based frame for climate adaptation, this study presents new pathways to help legitimize local values in climate change adaptation processes, and to create frames for communication that are more conducive to fostering collective action. (C) 2014 Elsevier B.V. All rights reserved.","[Groulx, Mark; Lewis, John] Univ Waterloo, Sch Planning, Waterloo, ON N2L 3G1, Canada; [Lemieux, Christopher] Wilfrid Laurier Univ, Dept Geog & Environm Studies, Waterloo, ON N2L 3C5, Canada; [Dawson, Jackie] Univ Ottawa, Dept Geog, Ottawa, ON K1N 6N5, Canada",University of Waterloo; Wilfrid Laurier University; University of Ottawa,"Groulx, M (corresponding author), Univ Waterloo, Sch Planning, 200 Univ Ave, Waterloo, ON N2L 3G1, Canada.",mgroulx@uwaterloo.ca; j7lewis@uwaterloo.ca; clemieux@wlu.ca; jackie.dawson@uOttawa.ca,,"Lemieux, Christopher/0000-0002-4780-2006; Dawson, Jackie/0000-0002-3532-2742",Canadian Social Science and Humanities Research Council [430-2012-0441],Canadian Social Science and Humanities Research Council,"The authors would like to thank all those individuals in Churchill, Manitoba who contributed to this research, as well as the editors and reviewers for their comments on the paper. This research was funded by the Canadian Social Science and Humanities Research Council [Grant #430-2012-0441].",,66,27,27,1,77,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0169-2046,1872-6062,,LANDSCAPE URBAN PLAN,Landsc. Urban Plan.,DEC,2014,132,,,,,,136,147,,10.1016/j.landurbplan.2014.09.002,http://dx.doi.org/10.1016/j.landurbplan.2014.09.002,,,12,"Ecology; Environmental Studies; Geography; Geography, Physical; Regional & Urban Planning; Urban Studies",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Geography; Physical Geography; Public Administration; Urban Studies,AT6PK,,,,,2023-03-25,WOS:000345061100013,View Full Record in Web of Science
J,"Schneider, T",,,,"Schneider, Tina",,,Responsibility for private sector adaptation to climate change,ECOLOGY AND SOCIETY,,,English,Article,,,,,,adaptation to climate change; business; critical infrastructure; Germany; public responsibility,PUBLIC-GOODS; GOVERNMENT; MANAGEMENT; BUSINESS,"The Intergovernmental Panel on Climate Change (2007) indicates that vulnerable industries should adapt to the increasing likelihood of extreme weather events along with slowly shifting mean annual temperatures and precipitation patterns, to prevent major damages or periods of inoperability in the future. Most articles in the literature on business management frame organizational adaptation to climate change as a private action. This makes adaptation the sole responsibility of a company, for its sole benefit, and overlooks the fact that some companies provide critical goods and services such a food, water, electricity, and medical care, that are so vital to society that even a short-term setback in operations could put public security at risk. This raises the following questions: (1) Who is responsible for climate change adaptation by private-sector suppliers of critical infrastructure? (2) How can those who are identified to be responsible, actually be held to assume their responsibility for adapting to climate change? These questions will be addressed through a comprehensive review of the literature on business management, complemented by a review of specialized literature on public management. This review leads to several conclusions. Even though tasks that formerly belonged to the state have been taken over by private companies, the state still holds ultimate responsibility in the event of failure of private-sector owned utilities, insofar as they are critical infrastructure. Therefore, it remains the state's responsibility to foster adaptation to climate change with appropriate action. In theory, effective ways of assuming this responsibility, while enabling critical infrastructure providers the flexibility adapt to climate change, would be to delegate adaptation to an agency, or to conduct negotiations with stakeholders. In view of this theory, Germany will be used as a case study to demonstrate how private-sector critical infrastructure providers can plan and implement climate change adaptation in practice, through the regulatory modes of negotiations and enforced self-regulation.","Carl von Ossietzky Univ Oldenburg, Dept Business Adm Econ & Law, D-26111 Oldenburg, Germany",Carl von Ossietzky Universitat Oldenburg,"Schneider, T (corresponding author), Carl von Ossietzky Univ Oldenburg, Dept Business Adm Econ & Law, D-26111 Oldenburg, Germany.",,,,KLIMZUG [nordwest2050]; German Federal Ministry for Education and Research,KLIMZUG; German Federal Ministry for Education and Research(Federal Ministry of Education & Research (BMBF)),"This paper has been supported by the research project KLIMZUG nordwest2050, funded by the German Federal Ministry for Education and Research (2009-2014).",,56,16,16,2,37,RESILIENCE ALLIANCE,WOLFVILLE,"ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, NS B0P 1X0, CANADA",1708-3087,,,ECOL SOC,Ecol. Soc.,,2014,19,2,,,,,,,8,10.5751/ES-06282-190208,http://dx.doi.org/10.5751/ES-06282-190208,,,10,Ecology; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology,AK8XI,,"gold, Green Published",,,2023-03-25,WOS:000338711600014,View Full Record in Web of Science
J,"Adane, A; Bewket, W",,,,"Adane, Asnake; Bewket, Woldeamlak",,,"Effects of quality coffee production on smallholders' adaptation to climate change in Yirgacheffe, Southern Ethiopia",INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT,,,English,Article,,,,,,Quality coffee production; Climate change adaptation; Propensity score matching; Ethiopia,PROPENSITY SCORE; ADAPTIVE CAPACITY; FARMERS; COOPERATIVES; LIVELIHOODS; IMPACT,"Purpose The purpose of this paper was to assess the effects of quality coffee production on climate change adaptation using household surveys and interview data gathered from coffee farmers in Yirgacheffe, southern Ethiopia. Design/methodology/approach A sample of 352 households, stratified into conventional coffee farmers 232 (66%) and specialty coffee producers 120(34%), was used. The propensity score model for participating in quality coffee production was estimated using 14 covariates, and the impact of quality coffee production on adaptation to climate change adaptation was examined. The results are augmented with qualitative data collected through focus group discussions and key informant interviews held with randomly selected smallholder farmers. A telecoupling theoretical perspective was used to understand the link between coffee farmers' adaptation practices and the demand for quality coffee, as coffee is a global commodity. Findings The PSM analysis reveals that quality coffee production positively influences climate change adaptation. This implies that conventional coffee producers would have performed better in adaptation to climate change if they had participated in quality coffee production. The results of group discussions also confirm the positive effects of quality coffee production on adaptation to climate change, which also suggests a positive spillover effects for sustainable coffee farm management. Practical implications This study suggests enhancing quality coffee production is essential if a more sustainable and climate change resilient coffee livelihood is envisioned. Originality/value Though many studies are available on adaptation to climate change in general, this study is one of the few studies focusing on the effects of quality coffee production on climate change adaptation by smallholders in one of the least developed countries, Ethiopia. This study provides a better understanding of the importance of adaptation strategies specific to coffee production, which in turn help develop a more resilient coffee sector, as coffee production is one of the most sensitive activity to climate change.","[Adane, Asnake] Wollo Univ, Dept Geog & Environm Studies, Dessie, Ethiopia; [Bewket, Woldeamlak] Addis Ababa Univ, Dept Geog & Environm Studies, Coll Social Sci, Addis Ababa, Ethiopia",Addis Ababa University,"Adane, A (corresponding author), Wollo Univ, Dept Geog & Environm Studies, Dessie, Ethiopia.",asnake.adane@wu.edu.et,"Asnake, Adane/ABF-5577-2021",,Norwegian Research Council [255664],Norwegian Research Council(Research Council of Norway),The authors of this paper would like to acknowledge the Norwegian Research Council for funding the Project The role of global value chains in transition to sustainability (Project number 255664). The authors also extend their sincere thanks to all data collectors and farmers who took part in the surveys of the study.,,38,0,0,5,14,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1756-8692,1756-8706,,INT J CLIM CHANG STR,Int. J. Clim. Chang. Strateg. Manag.,DEC 8,2021,13,4-5,,,,,511,528,,10.1108/IJCCSM-01-2021-0002,http://dx.doi.org/10.1108/IJCCSM-01-2021-0002,,SEP 2021,18,Environmental Studies,Social Science Citation Index (SSCI),Environmental Sciences & Ecology,XK8OD,,gold,,,2023-03-25,WOS:000692778400001,View Full Record in Web of Science
J,"Buser, M",,,,"Buser, Michael",,,"Coastal Adaptation Planning in Fairbourne, Wales: lessons for Climate Change Adaptation",PLANNING PRACTICE AND RESEARCH,,,English,Article,,,,,,Fairbourne; shoreline management plan; coast; managed realignment; climate change adaptation,FLOOD RISK-MANAGEMENT; LOCAL-LEVEL; RETREAT; POLICY; ENGLAND; STORMS; WINTER,"Adaptation to climate change is emerging as a central objective and policy frame for coastal communities. This paper examines recent climate change adaptation efforts in the UK, centring on the case of Fairbourne, Wales. The village is facing the long-term prospect of flooding and inundation due to the impacts of sea level rise. The recent Shoreline Management Plan for the area has recommended realignment of the coast and eventual decommissioning of Fairbourne. The paper draws on a qualitative research methodology of interviews, policy review and observation to narrate the case and provide key insights and lessons for planners working in environmentally vulnerable coastal settings and managing climate adaptation processes.","[Buser, Michael] Univ West England, Ctr Sustainable Planning & Environm, Bristol, Avon, England",University of West England,"Buser, M (corresponding author), Univ West England, Ctr Sustainable Planning & Environm, Bristol, Avon, England.",Michael.Buser@uwe.ac.uk,,,,,,,79,11,11,1,23,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0269-7459,1360-0583,,PLAN PRACT RES,Plan. Pract. Res.,MAR 14,2020,35,2,,,,,127,147,,10.1080/02697459.2019.1696145,http://dx.doi.org/10.1080/02697459.2019.1696145,,FEB 2020,21,Regional & Urban Planning,Emerging Sources Citation Index (ESCI),Public Administration,KY3GB,,,,,2023-03-25,WOS:000513893900001,View Full Record in Web of Science
J,"Kamperman, H; Biesbroek, R",,,,"Kamperman, Hans; Biesbroek, Robbert",,,Measuring Progress on Climate Change Adaptation Policy by Dutch Water Boards,WATER RESOURCES MANAGEMENT,,,English,Article,,,,,,Climate change adaptation; Netherlands; Water policy; Water boards; Water management plans,TRACKING,"The Netherlands is particularly vulnerable for the impacts of climate change on the water system. Regional water authorities, or water boards, are given an important role to design and implement specific adaptation policies and measures to manage these impacts. From the early 2000s onwards water boards are starting to adapt to climate change impacts, yet no systematic assessments exist to assess whether or not progress is being made and what explains similarities and differences across water boards. This paper aims to address these critical questions by analyzing the progress of all Dutch water boards for the period 2005-2016. We systematically collected and analyzed three consecutive water management plans for all 23 water boards in the Netherlands. We use content analysis methods to analyze progress by looking into their vulnerability and three levels of adaptation: recognition, groundwork and adaptation action. The results show that over time the number of reported climate change adaptation initiatives by the water boards is increasing, but most climate change adaptation is still at the recognition or groundwork level. Our findings reveal a diversity of efforts to adapt to climate change among Dutch water boards. We conclude that while (inter)national water and climate change adaptation policies have called for more adaptation action at regional levels, the unequal progress across the Netherlands suggests that existing 'soft' policy measures to push for adaptation might not be sufficient to ensure progress on adaptation across all water boards.","[Kamperman, Hans] Witteveen Bos, Environm Law & Permits PMC, Leeuwenbrug 8, NL-7411 TJ Deventer, Netherlands; [Biesbroek, Robbert] Wageningen Univ & Res, Publ Adm & Policy Grp, Hollandseweg 1, NL-6706 KN Wageningen, Netherlands",Wageningen University & Research,"Biesbroek, R (corresponding author), Wageningen Univ & Res, Publ Adm & Policy Grp, Hollandseweg 1, NL-6706 KN Wageningen, Netherlands.",hans.kamperman@witteveenbos.com; robbert.biesbroek@wur.nl,"Biesbroek, Robbert/ABE-3686-2021; Biesbroek, Robbert/GZZ-4476-2022","Biesbroek, Robbert/0000-0002-2906-1419; Biesbroek, Robbert/0000-0002-2906-1419",,,,,29,12,12,2,15,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0920-4741,1573-1650,,WATER RESOUR MANAG,Water Resour. Manag.,NOV,2017,31,14,,,,,4557,4570,,10.1007/s11269-017-1765-8,http://dx.doi.org/10.1007/s11269-017-1765-8,,,14,"Engineering, Civil; Water Resources",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Engineering; Water Resources,FJ4WP,,"Green Published, hybrid",,,2023-03-25,WOS:000412744400011,View Full Record in Web of Science
J,"Artur, L; Hilhorst, D",,,,"Artur, Luis; Hilhorst, Dorothea",,,Everyday realities of climate change adaptation in Mozambique,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,,,English,Article,,,,,,Climate change adaptation; Multi-sited ethnography; Mozambique; Floods; Evacuation; Resettlement,VULNERABILITY; STRATEGIES; DROUGHT,"This paper analyzes discourses and practices of flood response and adaptation to climate change in Mozambique. It builds on recent publications on climate change adaptation that suggest that the successes and failures of adaptation highly depend on the cultural and political realms of societal perceptions and the sensitivity of institutions. To capture this, the paper adopted a multi-sited ethnographic approach. Acknowledging that there is no central locus of representation that can unveil the working of disaster response in Mozambique, the paper brings together five vignettes of research in different 'sites' of concern to the rise in floods in Mozambique. These are the politics of climate change adaptation at the national institutional level, societal responses to increased flooding, local people's responses to floods, the evacuation and resettlement programme following the 2007 flood. The paper finds how adaptation to climate change becomes part of everyday politics, how actors aim to incorporate responses into the continuation of their normal behavior and how elites are better positioned to take advantage of adaptation programmes than the vulnerable people that were targeted. It argues that climate change adaptation must be made consonant with historically grown and ongoing social and institutional processes. It concludes with lessons that the analysis and methodology of the research can provide for the practice of climate change adaptation. (C) 2011 Elsevier Ltd. All rights reserved.","[Artur, Luis] Eduardo Mondlane Univ, Maputo, Mozambique; [Hilhorst, Dorothea] Wageningen Univ, Wageningen, Netherlands",Eduardo Mondlane University; Wageningen University & Research,"Hilhorst, D (corresponding author), Disasterstudies, Hollandseweg 1, NL-6706 KN Wageningen, Netherlands.",lartur@uem.mz; thea.hilhorst@wur.nl,"Hilhorst, Dorothea/T-7754-2019","Hilhorst, Dorothea/0000-0003-2280-6833",Netherlands Organisation for Scientific Research (NWO),Netherlands Organisation for Scientific Research (NWO)(Netherlands Organization for Scientific Research (NWO)),"We are grateful to the Netherlands Organisation for Scientific Research (NWO) to grant this project under the Vulnerability, Adaptation, Mitigation programme. We thank Ian Christoplos and Jeroen Warner for their valuable comments.",,59,96,97,2,49,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-3780,,,GLOBAL ENVIRON CHANG,Glob. Environ. Change-Human Policy Dimens.,MAY,2012,22,2,,,,,529,536,,10.1016/j.gloenvcha.2011.11.013,http://dx.doi.org/10.1016/j.gloenvcha.2011.11.013,,,8,Environmental Sciences; Environmental Studies; Geography,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Geography,945QC,,hybrid,,,2023-03-25,WOS:000304290100022,View Full Record in Web of Science
J,"Ndiritu, SW; Muricho, G",,,,"Ndiritu, S. Wagura; Muricho, Geoffrey",,,"Impact of climate change adaptation on food security: evidence from semi-arid lands, Kenya",CLIMATIC CHANGE,,,English,Article,,,,,,Climate-change adaptation; Endogenous switching regression; Food security; Semi-arid lands; Kenya,ADOPTION; DETERMINANTS; STRATEGIES; VARIETIES; ETHIOPIA,"The management of rangelands, including climate change adaptation strategies, is primarily responsible for stimulating livestock productivity, which consequently improves food security. This paper investigates the impact of climate change adaptations on food security among pastoralists in semi-arid parts of Kenya, who have not received due attention to date. Using an endogenous switching regression model, the current study revealed that pastoralists' food security increased significantly when they employed measures to adapt to climate change. The study results also showed that wealthier households and those with more livestock were more food-secure than comparatively poorer households or those with less livestock. Furthermore, the study uncovered a high prevalence of food security among more educated households. The paper therefore recommends that, in Kenya's semi-arid lands, where pastoralism is the primary means of livelihood, policies advocating adaptations to climate change should be strengthened. Also fundamental to building pastoralists' adaptation strategies are the consistent monitoring of climate change, the use of early warning systems, and the communication of pertinent information to farmers-and particularly to pastoralists.","[Ndiritu, S. Wagura] Strathmore Univ, Business Sch, Ole Sangale Rd,POB 59857, Nairobi 00200, Kenya; [Muricho, Geoffrey] Int Crops Res Inst Semi Arid Trop, POB 39063, Nairobi 00623, Kenya",Strathmore University; CGIAR; International Crops Research Institute for the Semi-Arid-Tropics (ICRISAT),"Ndiritu, SW (corresponding author), Strathmore Univ, Business Sch, Ole Sangale Rd,POB 59857, Nairobi 00200, Kenya.",sndiritu@strathmore.edu; g.muricho@cgiar.org,,"Ndiritu, S. Wagura/0000-0002-8463-3758",UK Department for International Development; International Development Research Centre in Canada through the Pathways to Resilience in Semi-arid Economies (PRISE) project,UK Department for International Development; International Development Research Centre in Canada through the Pathways to Resilience in Semi-arid Economies (PRISE) project,The data used in this study was supported by the UK Department for International Development and the International Development Research Centre in Canada through the Pathways to Resilience in Semi-arid Economies (PRISE) project led by the Overseas Development Institute (ODI).,,52,3,3,5,19,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0165-0009,1573-1480,,CLIMATIC CHANGE,Clim. Change,JUL,2021,167,1-2,,,,,,,24,10.1007/s10584-021-03180-3,http://dx.doi.org/10.1007/s10584-021-03180-3,,,20,Environmental Sciences; Meteorology & Atmospheric Sciences,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,UJ8YM,,Green Submitted,,,2023-03-25,WOS:000691565100001,View Full Record in Web of Science
